"routeid","vehicleid","new_datetime","datetime","lonS","latS","lonF","latF","dist","time","speed"
"712988","55690","1500460946","2017-07-19 13:42:26","24.0286979675293","49.8161315917969","24.019510269165","49.8125495910645","221.598503498","241","3.31018511449295"
"712988","55690","1500461246","2017-07-19 13:47:26","24.0186710357666","49.8081855773926","23.9965991973877","49.8108406066895","20.585369609","480","0.1543902720675"
"712988","55690","1500461726","2017-07-19 13:55:26","23.9965991973877","49.8108406066895","23.9965991973877","49.8108406066895","0","60","0"
"712988","55690","1500461786","2017-07-19 13:56:26","23.9965991973877","49.8108406066895","23.9901561737061","49.8114814758301","483.3557873665","61","28.5259153199902"
"712988","55690","1500461847","2017-07-19 13:57:27","23.9901561737061","49.8114814758301","23.9837799072266","49.8123779296875","498.46375485747","60","29.9078252914482"
"712988","55690","1500461966","2017-07-19 13:59:26","23.9823970794678","49.8122367858887","23.9772930145264","49.8133850097656","414.517445427","60","24.87104672562"
"712988","55690","1500462026","2017-07-19 14:00:26","23.9772930145264","49.8133850097656","23.9741649627686","49.8152008056641","344.16632575124","60","20.6499795450744"
"712988","55690","1500462086","2017-07-19 14:01:26","23.9741649627686","49.8152008056641","23.9683818817139","49.8305168151855","1885.93009691876","333","20.3884334802028"
"712988","55690","1500462419","2017-07-19 14:06:59","23.9683818817139","49.8305168151855","23.9699058532715","49.8308601379395","101.935122031","60","6.11610732186"
"712988","55690","1500462479","2017-07-19 14:07:59","23.9699058532715","49.8308601379395","23.9779949188232","49.8335075378418","791.5911765146","61","46.7168563188944"
"712988","55690","1500462599","2017-07-19 14:09:59","23.9771041870117","49.8354263305664","23.9784660339355","49.8407249450684","807.544154447","60","48.45264926682"
"712988","55690","1500462659","2017-07-19 14:10:59","23.9784660339355","49.8407249450684","23.9793014526367","49.8422966003418","272.7858854113","60","16.367153124678"
"712988","55690","1500462719","2017-07-19 14:11:59","23.9793014526367","49.8422966003418","23.9774990081787","49.8426818847656","225.62048385057","60","13.5372290310342"
"712988","55690","1500462779","2017-07-19 14:12:59","23.9774990081787","49.8426818847656","23.9714107513428","49.8421745300293","543.1345407571","60","32.588072445426"
"712988","55690","1500462839","2017-07-19 14:13:59","23.9714107513428","49.8421745300293","23.9675941467285","49.842456817627","601.28174908578","61","35.4854802739149"
"712988","55690","1500462959","2017-07-19 14:15:59","23.9670715332031","49.8444328308105","23.9663238525391","49.8472938537598","0","60","0"
"712988","55690","1500463019","2017-07-19 14:16:59","23.9663238525391","49.8472938537598","23.9663238525391","49.8472938537598","188.280523209","60","11.29683139254"
"712988","55690","1500463079","2017-07-19 14:17:59","23.9663238525391","49.8472938537598","23.9663238525391","49.8472938537598","188.280523209","60","11.29683139254"
"712988","55690","1500463139","2017-07-19 14:18:59","23.9663238525391","49.8472938537598","23.9663238525391","49.8472938537598","188.280523209","60","11.29683139254"
"712988","55690","1500463199","2017-07-19 14:19:59","23.9663238525391","49.8472938537598","23.9663238525391","49.8472938537598","188.280523209","60","11.29683139254"
"712988","55690","1500463259","2017-07-19 14:20:59","23.9663238525391","49.8472938537598","23.9663238525391","49.8472938537598","188.280523209","60","11.29683139254"
"712988","55690","1500463319","2017-07-19 14:21:59","23.9663238525391","49.8472938537598","23.9663238525391","49.8472938537598","188.280523209","60","11.29683139254"
"712988","55690","1500463379","2017-07-19 14:22:59","23.9663238525391","49.8472938537598","23.9663238525391","49.8472938537598","188.280523209","61","11.1116374352852"
"712988","55690","1500463499","2017-07-19 14:24:59","23.9663238525391","49.8472938537598","23.9653720855713","49.8479423522949","188.280523209","478","1.41801230868703"
"712988","55690","1500463977","2017-07-19 14:32:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","60","1.597951870602"
"712988","55690","1500464037","2017-07-19 14:33:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","60","1.597951870602"
"712988","55690","1500464097","2017-07-19 14:34:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","60","1.597951870602"
"712988","55690","1500464157","2017-07-19 14:35:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","62","1.54640503606645"
"712988","55690","1500464277","2017-07-19 14:37:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","60","1.597951870602"
"712988","55690","1500464337","2017-07-19 14:38:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","60","1.597951870602"
"712988","55690","1500464397","2017-07-19 14:39:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","60","1.597951870602"
"712988","55690","1500464457","2017-07-19 14:40:57","23.9653720855713","49.8479423522949","23.9653720855713","49.8479423522949","26.6325311767","60","1.597951870602"
"712988","55690","1500464517","2017-07-19 14:41:57","23.9653720855713","49.8479423522949","23.9659843444824","49.8471488952637","26.6325311767","240","0.3994879676505"
"712988","55690","1500464757","2017-07-19 14:45:57","23.9659843444824","49.8471488952637","23.9664573669434","49.8452262878418","273.677279394","60","16.42063676364"
"712988","55690","1500464817","2017-07-19 14:46:57","23.9664573669434","49.8452262878418","23.9678039550781","49.8417472839355","387.91832693753","60","23.2750996162518"
"712988","55690","1500464877","2017-07-19 14:47:57","23.9678039550781","49.8417472839355","23.9687824249268","49.8417892456055","59.33032957486","61","3.50146207327043"
"712988","55690","1500464938","2017-07-19 14:48:58","23.9687824249268","49.8417892456055","23.9687824249268","49.8417892456055","0","61","0"
"712988","55690","1500465117","2017-07-19 14:51:57","23.9791641235352","49.8423843383789","23.9778804779053","49.8402214050293","431.673789825","60","25.9004273895"
"712988","55690","1500465177","2017-07-19 14:52:57","23.9778804779053","49.8402214050293","23.9768104553223","49.8364295959473","262.55831181","60","15.7534987086"
"712988","55690","1500465237","2017-07-19 14:53:57","23.9768104553223","49.8364295959473","23.9772243499756","49.8322944641113","40.8707566282","60","2.452245397692"
"712988","55690","1500465297","2017-07-19 14:54:57","23.9772243499756","49.8322944641113","23.9712142944336","49.8312301635742","22.607965628","60","1.35647793768"
"712988","55690","1500465357","2017-07-19 14:55:57","23.9712142944336","49.8312301635742","23.9681739807129","49.8304672241211","340.0717670405","60","20.40430602243"
"712988","55690","1500465417","2017-07-19 14:56:57","23.9681739807129","49.8304672241211","23.9678382873535","49.8265800476074","516.460794708","60","30.98764768248"
"712988","55690","1500465477","2017-07-19 14:57:57","23.9678382873535","49.8265800476074","23.9677124023438","49.8252601623535","0","62","0"
"712988","55690","1500465598","2017-07-19 14:59:58","23.9677124023438","49.8252601623535","23.9715366363525","49.8174209594727","1008.7578343982","119","30.5170437296934"
"712988","55690","1500465717","2017-07-19 15:01:57","23.9715366363525","49.8174209594727","23.9733066558838","49.8157234191895","264.6019729644","60","15.876118377864"
"712988","55690","1500465777","2017-07-19 15:02:57","23.9733066558838","49.8157234191895","23.9794902801514","49.8125877380371","649.6497008125","60","38.97898204875"
"712988","55690","1500465837","2017-07-19 15:03:57","23.9794902801514","49.8125877380371","23.9862155914307","49.8117485046387","714.6048378357","61","42.1734002657134"
"712988","55690","1500465898","2017-07-19 15:04:58","23.9862155914307","49.8117485046387","23.9892749786377","49.8114471435547","331.2319702732","60","19.873918216392"
"712988","55690","1500466017","2017-07-19 15:06:57","23.9917964935303","49.8111686706543","23.9930629730225","49.8110504150391","0","60","0"
"712988","55690","1500466077","2017-07-19 15:07:57","23.9930629730225","49.8110504150391","23.9964828491211","49.8107261657715","458.7978248477","60","27.527869490862"
"712988","55690","1500466137","2017-07-19 15:08:57","23.9964828491211","49.8107261657715","23.998176574707","49.8105697631836","106.42738026688","62","6.1796543380769"
